Executando testes para instância: A-n32-k5
Instância: A-n32-k5 | elitism: 0.1 | mutation_ratio: 0.75 | crossover_bias: 0.5 -> Melhor Custo: 784 | Média: 799.3 | Desvio Padrão: 19.206769639895203
Instância: A-n32-k5 | elitism: 0.5 | mutation_ratio: 0.75 | crossover_bias: 0.8 -> Melhor Custo: 784 | Média: 788.7 | Desvio Padrão: 8.920014947670584
Instância: A-n32-k5 | elitism: 0.5 | mutation_ratio: 0.1 | crossover_bias: 0.8 -> Melhor Custo: 784 | Média: 788.9 | Desvio Padrão: 6.2441083341730135
Instância: A-n32-k5 | elitism: 0.5 | mutation_ratio: 0.125 | crossover_bias: 0.8 -> Melhor Custo: 784 | Média: 790.8 | Desvio Padrão: 12.79583265494408
Instância: A-n32-k5 | elitism: 0.5 | mutation_ratio: 0.15 | crossover_bias: 0.8 -> Melhor Custo: 784 | Média: 793.6 | Desvio Padrão: 15.770577386738607
Instância: A-n32-k5 | elitism: 0.5 | mutation_ratio: 0.2 | crossover_bias: 0.8 -> Melhor Custo: 784 | Média: 793.4 | Desvio Padrão: 14.017449443065203
Instância: A-n32-k5 | elitism: 0.5 | mutation_ratio: 0.3 | crossover_bias: 0.8 -> Melhor Custo: 784 | Média: 795.8 | Desvio Padrão: 15.497670075781642
Instância: A-n32-k5 | elitism: 0.5 | mutation_ratio: 0.4 | crossover_bias: 0.8 -> Melhor Custo: 784 | Média: 791.5 | Desvio Padrão: 14.623041179362566
Instância: A-n32-k5 | elitism: 0.5 | mutation_ratio: 0.75 | crossover_bias: 0.85 -> Melhor Custo: 784 | Média: 793.2 | Desvio Padrão: 13.563021623353533
Instância: A-n32-k5 | elitism: 0.5 | mutation_ratio: 0.1 | crossover_bias: 0.85 -> Melhor Custo: 785 | Média: 792.7 | Desvio Padrão: 10.17677093515751
Instância: A-n32-k5 | elitism: 0.5 | mutation_ratio: 0.125 | crossover_bias: 0.85 -> Melhor Custo: 785 | Média: 791.9 | Desvio Padrão: 9.1706052144883
Instância: A-n32-k5 | elitism: 0.5 | mutation_ratio: 0.15 | crossover_bias: 0.85 -> Melhor Custo: 784 | Média: 807.7 | Desvio Padrão: 22.29125389025929
Instância: A-n32-k5 | elitism: 0.5 | mutation_ratio: 0.2 | crossover_bias: 0.85 -> Melhor Custo: 784 | Média: 801.1 | Desvio Padrão: 21.25218942969302
Instância: A-n32-k5 | elitism: 0.5 | mutation_ratio: 0.3 | crossover_bias: 0.85 -> Melhor Custo: 784 | Média: 800.2 | Desvio Padrão: 17.95550054997075
Instância: A-n32-k5 | elitism: 0.5 | mutation_ratio: 0.4 | crossover_bias: 0.85 -> Melhor Custo: 784 | Média: 804.3 | Desvio Padrão: 20.319940944796077
Executando testes para instância: A-n46-k7
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.75 | crossover_bias: 0.5 -> Melhor Custo: 921 | Média: 954.0 | Desvio Padrão: 22.325869399520467
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.1 | crossover_bias: 0.5 -> Melhor Custo: 917 | Média: 934.3 | Desvio Padrão: 15.684741346643593
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.125 | crossover_bias: 0.5 -> Melhor Custo: 914 | Média: 941.9 | Desvio Padrão: 15.751190431202334
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.15 | crossover_bias: 0.5 -> Melhor Custo: 920 | Média: 942.3 | Desvio Padrão: 14.667045449654207
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.2 | crossover_bias: 0.5 -> Melhor Custo: 915 | Média: 941.8 | Desvio Padrão: 15.512002521345275
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.3 | crossover_bias: 0.5 -> Melhor Custo: 921 | Média: 936.3 | Desvio Padrão: 17.172652678022697
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.4 | crossover_bias: 0.5 -> Melhor Custo: 921 | Média: 959.6 | Desvio Padrão: 22.930813815087816
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.75 | crossover_bias: 0.6 -> Melhor Custo: 951 | Média: 973.7 | Desvio Padrão: 15.578118557058737
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.1 | crossover_bias: 0.6 -> Melhor Custo: 917 | Média: 945.5 | Desvio Padrão: 18.34393632784414
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.125 | crossover_bias: 0.6 -> Melhor Custo: 920 | Média: 939.4 | Desvio Padrão: 13.97776011304307
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.15 | crossover_bias: 0.6 -> Melhor Custo: 925 | Média: 943.7 | Desvio Padrão: 18.31847883058707
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.2 | crossover_bias: 0.6 -> Melhor Custo: 914 | Média: 930.9 | Desvio Padrão: 17.760442937419473
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.3 | crossover_bias: 0.6 -> Melhor Custo: 914 | Média: 942.9 | Desvio Padrão: 19.43336192107674
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.4 | crossover_bias: 0.6 -> Melhor Custo: 920 | Média: 948.6 | Desvio Padrão: 20.769635956794662
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.75 | crossover_bias: 0.7 -> Melhor Custo: 924 | Média: 961.0 | Desvio Padrão: 25.210227201585383
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.1 | crossover_bias: 0.7 -> Melhor Custo: 920 | Média: 951.3 | Desvio Padrão: 20.752777591873762
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.125 | crossover_bias: 0.7 -> Melhor Custo: 917 | Média: 945.7 | Desvio Padrão: 18.269890226514466
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.15 | crossover_bias: 0.7 -> Melhor Custo: 915 | Média: 952.0 | Desvio Padrão: 26.166135875720485
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.2 | crossover_bias: 0.7 -> Melhor Custo: 917 | Média: 938.6 | Desvio Padrão: 19.917608067012242
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.3 | crossover_bias: 0.7 -> Melhor Custo: 928 | Média: 955.0 | Desvio Padrão: 16.858891488535722
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.4 | crossover_bias: 0.7 -> Melhor Custo: 914 | Média: 947.2 | Desvio Padrão: 22.63625410707346
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.75 | crossover_bias: 0.75 -> Melhor Custo: 914 | Média: 969.1 | Desvio Padrão: 29.83454373708437
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.1 | crossover_bias: 0.75 -> Melhor Custo: 919 | Média: 943.8 | Desvio Padrão: 21.02802362985589
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.125 | crossover_bias: 0.75 -> Melhor Custo: 914 | Média: 946.4 | Desvio Padrão: 16.800793632048062
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.15 | crossover_bias: 0.75 -> Melhor Custo: 914 | Média: 950.6 | Desvio Padrão: 34.91640811360121
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.2 | crossover_bias: 0.75 -> Melhor Custo: 927 | Média: 957.9 | Desvio Padrão: 20.102238681301145
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.3 | crossover_bias: 0.75 -> Melhor Custo: 926 | Média: 962.7 | Desvio Padrão: 18.86236700122466
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.4 | crossover_bias: 0.75 -> Melhor Custo: 914 | Média: 947.5 | Desvio Padrão: 18.118437509282575
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.75 | crossover_bias: 0.8 -> Melhor Custo: 945 | Média: 970.3 | Desvio Padrão: 16.255255560382103
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.1 | crossover_bias: 0.8 -> Melhor Custo: 914 | Média: 964.5 | Desvio Padrão: 37.08923174064288
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.125 | crossover_bias: 0.8 -> Melhor Custo: 921 | Média: 960.9 | Desvio Padrão: 27.08197432487767
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.15 | crossover_bias: 0.8 -> Melhor Custo: 922 | Média: 939.3 | Desvio Padrão: 14.537690478354682
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.2 | crossover_bias: 0.8 -> Melhor Custo: 935 | Média: 961.0 | Desvio Padrão: 30.283842409957014
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.3 | crossover_bias: 0.8 -> Melhor Custo: 923 | Média: 958.7 | Desvio Padrão: 24.34040992989961
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.4 | crossover_bias: 0.8 -> Melhor Custo: 922 | Média: 952.6 | Desvio Padrão: 21.07763427585427
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.75 | crossover_bias: 0.85 -> Melhor Custo: 920 | Média: 974.1 | Desvio Padrão: 28.77286530357687
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.1 | crossover_bias: 0.85 -> Melhor Custo: 921 | Média: 952.3 | Desvio Padrão: 25.991665330768374
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.125 | crossover_bias: 0.85 -> Melhor Custo: 917 | Média: 966.4 | Desvio Padrão: 27.386939304063247
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.15 | crossover_bias: 0.85 -> Melhor Custo: 914 | Média: 965.8 | Desvio Padrão: 30.575225991714998
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.2 | crossover_bias: 0.85 -> Melhor Custo: 928 | Média: 955.9 | Desvio Padrão: 18.579857671982072
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.3 | crossover_bias: 0.85 -> Melhor Custo: 917 | Média: 955.3 | Desvio Padrão: 27.32133883168165
Instância: A-n46-k7 | elitism: 0.1 | mutation_ratio: 0.4 | crossover_bias: 0.85 -> Melhor Custo: 927 | Média: 960.5 | Desvio Padrão: 21.083168642308014
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.75 | crossover_bias: 0.5 -> Melhor Custo: 917 | Média: 944.0 | Desvio Padrão: 17.58155599232079
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.1 | crossover_bias: 0.5 -> Melhor Custo: 915 | Média: 933.3 | Desvio Padrão: 17.81416415228187
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.125 | crossover_bias: 0.5 -> Melhor Custo: 915 | Média: 932.3 | Desvio Padrão: 13.140691678057808
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.15 | crossover_bias: 0.5 -> Melhor Custo: 917 | Média: 926.9 | Desvio Padrão: 10.999494937900053
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.2 | crossover_bias: 0.5 -> Melhor Custo: 920 | Média: 938.0 | Desvio Padrão: 21.123972690339812
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.3 | crossover_bias: 0.5 -> Melhor Custo: 914 | Média: 933.9 | Desvio Padrão: 18.162537757091595
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.4 | crossover_bias: 0.5 -> Melhor Custo: 915 | Média: 934.5 | Desvio Padrão: 20.034692133618847
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.75 | crossover_bias: 0.6 -> Melhor Custo: 917 | Média: 943.4 | Desvio Padrão: 23.017867456005177
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.1 | crossover_bias: 0.6 -> Melhor Custo: 917 | Média: 926.8 | Desvio Padrão: 11.153474794878946
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.125 | crossover_bias: 0.6 -> Melhor Custo: 920 | Média: 934.0 | Desvio Padrão: 14.007934259633796
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.15 | crossover_bias: 0.6 -> Melhor Custo: 914 | Média: 928.6 | Desvio Padrão: 18.47039673519645
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.2 | crossover_bias: 0.6 -> Melhor Custo: 914 | Média: 931.4 | Desvio Padrão: 18.282961102257662
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.3 | crossover_bias: 0.6 -> Melhor Custo: 914 | Média: 935.9 | Desvio Padrão: 17.691491991601183
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.4 | crossover_bias: 0.6 -> Melhor Custo: 914 | Média: 932.4 | Desvio Padrão: 14.469892113550046
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.75 | crossover_bias: 0.7 -> Melhor Custo: 928 | Média: 958.0 | Desvio Padrão: 20.499322482029065
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.1 | crossover_bias: 0.7 -> Melhor Custo: 914 | Média: 935.8 | Desvio Padrão: 21.498320347826656
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.125 | crossover_bias: 0.7 -> Melhor Custo: 922 | Média: 943.6 | Desvio Padrão: 15.699964614255947
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.15 | crossover_bias: 0.7 -> Melhor Custo: 917 | Média: 938.1 | Desvio Padrão: 21.157872188751767
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.2 | crossover_bias: 0.7 -> Melhor Custo: 914 | Média: 941.3 | Desvio Padrão: 14.750141242261602
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.3 | crossover_bias: 0.7 -> Melhor Custo: 914 | Média: 941.2 | Desvio Padrão: 23.318090259138575
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.4 | crossover_bias: 0.7 -> Melhor Custo: 914 | Média: 938.0 | Desvio Padrão: 17.84501175243223
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.75 | crossover_bias: 0.75 -> Melhor Custo: 914 | Média: 946.8 | Desvio Padrão: 25.03242341888261
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.1 | crossover_bias: 0.75 -> Melhor Custo: 914 | Média: 941.9 | Desvio Padrão: 17.533776927214895
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.125 | crossover_bias: 0.75 -> Melhor Custo: 914 | Média: 940.1 | Desvio Padrão: 22.203353100126314
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.15 | crossover_bias: 0.75 -> Melhor Custo: 914 | Média: 942.8 | Desvio Padrão: 24.393988330460985
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.2 | crossover_bias: 0.75 -> Melhor Custo: 917 | Média: 944.1 | Desvio Padrão: 24.619098277556798
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.3 | crossover_bias: 0.75 -> Melhor Custo: 917 | Média: 938.5 | Desvio Padrão: 14.983324063771697
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.4 | crossover_bias: 0.75 -> Melhor Custo: 914 | Média: 946.5 | Desvio Padrão: 18.106168378023366
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.75 | crossover_bias: 0.8 -> Melhor Custo: 920 | Média: 950.9 | Desvio Padrão: 34.49138378719467
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.1 | crossover_bias: 0.8 -> Melhor Custo: 917 | Média: 939.6 | Desvio Padrão: 24.097948275965553
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.125 | crossover_bias: 0.8 -> Melhor Custo: 920 | Média: 941.5 | Desvio Padrão: 19.340515907171543
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.15 | crossover_bias: 0.8 -> Melhor Custo: 914 | Média: 941.5 | Desvio Padrão: 18.100030693651078
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.2 | crossover_bias: 0.8 -> Melhor Custo: 915 | Média: 951.9 | Desvio Padrão: 27.02858569079123
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.3 | crossover_bias: 0.8 -> Melhor Custo: 920 | Média: 934.8 | Desvio Padrão: 16.765042996266565
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.4 | crossover_bias: 0.8 -> Melhor Custo: 923 | Média: 965.7 | Desvio Padrão: 36.40833237964445
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.75 | crossover_bias: 0.85 -> Melhor Custo: 928 | Média: 957.7 | Desvio Padrão: 22.7940050598105
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.1 | crossover_bias: 0.85 -> Melhor Custo: 923 | Média: 942.7 | Desvio Padrão: 16.94468123696112
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.125 | crossover_bias: 0.85 -> Melhor Custo: 922 | Média: 957.5 | Desvio Padrão: 26.75921440467854
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.15 | crossover_bias: 0.85 -> Melhor Custo: 935 | Média: 958.9 | Desvio Padrão: 17.92856194270286
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.2 | crossover_bias: 0.85 -> Melhor Custo: 925 | Média: 958.5 | Desvio Padrão: 23.824590471005184
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.3 | crossover_bias: 0.85 -> Melhor Custo: 923 | Média: 957.4 | Desvio Padrão: 23.12382129128123
Instância: A-n46-k7 | elitism: 0.2 | mutation_ratio: 0.4 | crossover_bias: 0.85 -> Melhor Custo: 922 | Média: 952.3 | Desvio Padrão: 22.509504165524785
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.75 | crossover_bias: 0.5 -> Melhor Custo: 914 | Média: 940.1 | Desvio Padrão: 22.55093001284968
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.1 | crossover_bias: 0.5 -> Melhor Custo: 920 | Média: 927.0 | Desvio Padrão: 9.988882709181132
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.125 | crossover_bias: 0.5 -> Melhor Custo: 914 | Média: 923.6 | Desvio Padrão: 5.87272414547873
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.15 | crossover_bias: 0.5 -> Melhor Custo: 914 | Média: 922.9 | Desvio Padrão: 4.483302354291978
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.2 | crossover_bias: 0.5 -> Melhor Custo: 914 | Média: 931.3 | Desvio Padrão: 15.070574714396999
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.3 | crossover_bias: 0.5 -> Melhor Custo: 914 | Média: 927.4 | Desvio Padrão: 13.309979547525817
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.4 | crossover_bias: 0.5 -> Melhor Custo: 914 | Média: 928.5 | Desvio Padrão: 11.266962520770381
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.75 | crossover_bias: 0.6 -> Melhor Custo: 920 | Média: 949.9 | Desvio Padrão: 23.368782595591068
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.1 | crossover_bias: 0.6 -> Melhor Custo: 914 | Média: 934.7 | Desvio Padrão: 18.60734621952667
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.125 | crossover_bias: 0.6 -> Melhor Custo: 920 | Média: 935.7 | Desvio Padrão: 16.55999194846825
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.15 | crossover_bias: 0.6 -> Melhor Custo: 914 | Média: 928.9 | Desvio Padrão: 16.21693216637749
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.2 | crossover_bias: 0.6 -> Melhor Custo: 915 | Média: 923.0 | Desvio Padrão: 4.546060565661952
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.3 | crossover_bias: 0.6 -> Melhor Custo: 917 | Média: 936.4 | Desvio Padrão: 15.486194568783585
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.4 | crossover_bias: 0.6 -> Melhor Custo: 920 | Média: 927.2 | Desvio Padrão: 13.31498737847276
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.75 | crossover_bias: 0.7 -> Melhor Custo: 920 | Média: 949.4 | Desvio Padrão: 20.359000193744507
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.1 | crossover_bias: 0.7 -> Melhor Custo: 920 | Média: 933.1 | Desvio Padrão: 18.847045155968377
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.125 | crossover_bias: 0.7 -> Melhor Custo: 918 | Média: 939.2 | Desvio Padrão: 19.060138742645314
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.3 | crossover_bias: 0.6 -> Melhor Custo: 914.0 | Média: 929.8 | Desvio Padrão: 14.382087624696368
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.3 | crossover_bias: 0.75 -> Melhor Custo: 914.0 | Média: 941.0 | Desvio Padrão: 25.577768124334504
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.2 | crossover_bias: 0.85 -> Melhor Custo: 914.0 | Média: 946.5 | Desvio Padrão: 27.431733448690405
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.2 | crossover_bias: 0.6 -> Melhor Custo: 918.0 | Média: 932.0 | Desvio Padrão: 13.291601358251256
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.75 | crossover_bias: 0.8 -> Melhor Custo: 914.0 | Média: 953.1 | Desvio Padrão: 21.522339814971584
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.15 | crossover_bias: 0.8 -> Melhor Custo: 914.0 | Média: 947.1 | Desvio Padrão: 26.970972050212307
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.1 | crossover_bias: 0.8 -> Melhor Custo: 921.0 | Média: 943.5 | Desvio Padrão: 16.480628359110312
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.3 | crossover_bias: 0.7 -> Melhor Custo: 914.0 | Média: 938.9 | Desvio Padrão: 18.645523740446542
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.4 | crossover_bias: 0.75 -> Melhor Custo: 914.0 | Média: 941.3 | Desvio Padrão: 22.000252523803244
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.4 | crossover_bias: 0.7 -> Melhor Custo: 914.0 | Média: 938.3 | Desvio Padrão: 18.73232500251904
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.125 | crossover_bias: 0.75 -> Melhor Custo: 915.0 | Média: 945.9 | Desvio Padrão: 15.014437496401033
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.3 | crossover_bias: 0.75 -> Melhor Custo: 915.0 | Média: 940.1 | Desvio Padrão: 20.941452777790857
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.125 | crossover_bias: 0.85 -> Melhor Custo: 917.0 | Média: 966.3 | Desvio Padrão: 31.885385018496766
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.125 | crossover_bias: 0.8 -> Melhor Custo: 914.0 | Média: 944.1 | Desvio Padrão: 21.08422264264074
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.1 | crossover_bias: 0.7 -> Melhor Custo: 914.0 | Média: 945.3 | Desvio Padrão: 22.57850501890878
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.2 | crossover_bias: 0.85 -> Melhor Custo: 915.0 | Média: 949.0 | Desvio Padrão: 27.284509239574835
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.125 | crossover_bias: 0.85 -> Melhor Custo: 914.0 | Média: 948.4 | Desvio Padrão: 25.60468707092512
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.3 | crossover_bias: 0.85 -> Melhor Custo: 920.0 | Média: 958.4 | Desvio Padrão: 20.18360170479436
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.15 | crossover_bias: 0.5 -> Melhor Custo: 914.0 | Média: 924.5 | Desvio Padrão: 8.910044269749106
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.1 | crossover_bias: 0.6 -> Melhor Custo: 914.0 | Média: 926.7 | Desvio Padrão: 10.011659869039363
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.75 | crossover_bias: 0.6 -> Melhor Custo: 915.0 | Média: 927.0 | Desvio Padrão: 15.944347657468532
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.125 | crossover_bias: 0.75 -> Melhor Custo: 914.0 | Média: 937.0 | Desvio Padrão: 26.932013168965543
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.1 | crossover_bias: 0.75 -> Melhor Custo: 914.0 | Média: 938.3 | Desvio Padrão: 14.613920304513318
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.125 | crossover_bias: 0.7 -> Melhor Custo: 920.0 | Média: 925.0 | Desvio Padrão: 5.94418483337567
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.2 | crossover_bias: 0.8 -> Melhor Custo: 914.0 | Média: 937.5 | Desvio Padrão: 25.617919075869096
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.1 | crossover_bias: 0.5 -> Melhor Custo: 914.0 | Média: 932.3 | Desvio Padrão: 10.842816362304891
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.75 | crossover_bias: 0.75 -> Melhor Custo: 917.0 | Média: 941.7 | Desvio Padrão: 26.051444830906746
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.2 | crossover_bias: 0.75 -> Melhor Custo: 920.0 | Média: 939.9 | Desvio Padrão: 15.87065776134618
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.4 | crossover_bias: 0.5 -> Melhor Custo: 921.0 | Média: 940.3 | Desvio Padrão: 17.08182920207578
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.75 | crossover_bias: 0.7 -> Melhor Custo: 924.0 | Média: 948.9 | Desvio Padrão: 20.157435903959172
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.125 | crossover_bias: 0.6 -> Melhor Custo: 914.0 | Média: 926.4 | Desvio Padrão: 11.936870984009543
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.3 | crossover_bias: 0.7 -> Melhor Custo: 914.0 | Média: 930.8 | Desvio Padrão: 17.64967736563791
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.3 | crossover_bias: 0.85 -> Melhor Custo: 914.0 | Média: 942.1 | Desvio Padrão: 25.229832429971555
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.4 | crossover_bias: 0.7 -> Melhor Custo: 920.0 | Média: 932.4 | Desvio Padrão: 14.10437284438175
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.2 | crossover_bias: 0.5 -> Melhor Custo: 920.0 | Média: 929.5 | Desvio Padrão: 8.61845564923193
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.15 | crossover_bias: 0.7 -> Melhor Custo: 920.0 | Média: 931.7 | Desvio Padrão: 10.242070103255493
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.4 | crossover_bias: 0.85 -> Melhor Custo: 921.0 | Média: 953.2 | Desvio Padrão: 29.30604791582182
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.15 | crossover_bias: 0.6 -> Melhor Custo: 920.0 | Média: 927.3 | Desvio Padrão: 6.65081448646204
